Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Combined_Key,Population,ConfirmedNew,DeathsNew,ConfirmedNewMean,DeathsNewMean
,US,40.0,-100.0,2020-11-24,12682409,260234,", US",331002651.0,174627.0,2124.0,176080.2857142857,1594.2857142857142
,US,40.0,-100.0,2020-11-25,12866338,262518,", US",331002651.0,183929.0,2284.0,177712.7142857143,1652.5714285714287
,US,40.0,-100.0,2020-11-26,12981186,263767,", US",331002651.0,114848.0,1249.0,166955.14285714287,1549.2857142857142
,US,40.0,-100.0,2020-11-27,13186105,265195,", US",331002651.0,204919.0,1428.0,168046.85714285713,1482.7142857142858
,US,40.0,-100.0,2020-11-28,13342764,266412,", US",331002651.0,156659.0,1217.0,164529.7142857143,1449.0
,US,40.0,-100.0,2020-11-29,13483766,267269,", US",331002651.0,141002.0,857.0,163677.2857142857,1440.0
,US,40.0,-100.0,2020-11-30,13640049,268428,", US",331002651.0,156283.0,1159.0,161752.42857142858,1474.0
,US,40.0,-100.0,2020-12-01,13825321,271003,", US",331002651.0,185272.0,2575.0,163273.14285714287,1538.4285714285713
,US,40.0,-100.0,2020-12-02,14027077,273778,", US",331002651.0,201756.0,2775.0,165819.85714285713,1608.5714285714287
,US,40.0,-100.0,2020-12-03,14247346,276622,", US",331002651.0,220269.0,2844.0,180880.0,1836.4285714285713
,US,40.0,-100.0,2020-12-04,14478014,279212,", US",331002651.0,230668.0,2590.0,184558.42857142858,2002.4285714285713
,US,40.0,-100.0,2020-12-05,14694943,281465,", US",331002651.0,216929.0,2253.0,193168.42857142858,2150.4285714285716
,US,40.0,-100.0,2020-12-06,14877231,282592,", US",331002651.0,182288.0,1127.0,199066.42857142858,2189.0
,US,40.0,-100.0,2020-12-07,15067045,284018,", US",331002651.0,189814.0,1426.0,203856.57142857142,2227.1428571428573
,US,40.0,-100.0,2020-12-08,15287430,286538,", US",331002651.0,220385.0,2520.0,208872.7142857143,2219.285714285714
,US,40.0,-100.0,2020-12-09,15509723,289605,", US",331002651.0,222293.0,3067.0,211806.57142857142,2261.0
,US,40.0,-100.0,2020-12-10,15738265,292511,", US",331002651.0,228542.0,2906.0,212988.42857142858,2269.8571428571427
,US,40.0,-100.0,2020-12-11,15973417,295789,", US",331002651.0,235152.0,3278.0,213629.0,2368.1428571428573
,US,40.0,-100.0,2020-12-12,16193366,298138,", US",331002651.0,219949.0,2349.0,214060.42857142858,2381.8571428571427
,US,40.0,-100.0,2020-12-13,16385492,299530,", US",331002651.0,192126.0,1392.0,215465.85714285713,2419.714285714286
,US,40.0,-100.0,2020-12-14,16580119,301021,", US",331002651.0,194627.0,1491.0,216153.42857142858,2429.0
,US,40.0,-100.0,2020-12-15,16778510,304007,", US",331002651.0,198391.0,2986.0,213011.42857142858,2495.5714285714284
,US,40.0,-100.0,2020-12-16,17025845,307683,", US",331002651.0,247335.0,3676.0,216588.85714285713,2582.5714285714284
,US,40.0,-100.0,2020-12-17,17263607,311018,", US",331002651.0,237762.0,3335.0,217906.0,2643.8571428571427
,US,40.0,-100.0,2020-12-18,17513811,313824,", US",331002651.0,250204.0,2806.0,220056.2857142857,2576.4285714285716
,US,40.0,-100.0,2020-12-19,17709911,316365,", US",331002651.0,196100.0,2541.0,216649.2857142857,2603.8571428571427
,US,40.0,-100.0,2020-12-20,17899409,317875,", US",331002651.0,189498.0,1510.0,216273.85714285713,2620.714285714286
,US,40.0,-100.0,2020-12-21,18092940,319572,", US",331002651.0,193531.0,1697.0,216117.2857142857,2650.1428571428573
,US,40.0,-100.0,2020-12-22,18288508,322970,", US",331002651.0,195568.0,3398.0,215714.0,2709.0
,US,40.0,-100.0,2020-12-23,18516606,326298,", US",331002651.0,228098.0,3328.0,212965.85714285713,2659.285714285714
,US,40.0,-100.0,2020-12-24,18714356,329184,", US",331002651.0,197750.0,2886.0,207249.85714285713,2595.1428571428573
,US,40.0,-100.0,2020-12-25,18814913,330401,", US",331002651.0,100557.0,1217.0,185871.7142857143,2368.1428571428573
,US,40.0,-100.0,2020-12-26,19042166,332068,", US",331002651.0,227253.0,1667.0,190322.14285714287,2243.285714285714
,US,40.0,-100.0,2020-12-27,19199355,333282,", US",331002651.0,157189.0,1214.0,185706.57142857142,2201.0
,US,40.0,-100.0,2020-12-28,19366014,335003,", US",331002651.0,166659.0,1721.0,181867.7142857143,2204.4285714285716
,US,40.0,-100.0,2020-12-29,19564536,338722,", US",331002651.0,198522.0,3719.0,182289.7142857143,2250.285714285714
,US,40.0,-100.0,2020-12-30,19796528,342459,", US",331002651.0,231992.0,3737.0,182846.0,2308.714285714286
,US,40.0,-100.0,2020-12-31,20026231,345866,", US",331002651.0,229703.0,3407.0,187410.7142857143,2383.1428571428573
,US,40.0,-100.0,2021-01-01,20184236,347901,", US",331002651.0,158005.0,2035.0,195617.57142857142,2500.0
,US,40.0,-100.0,2021-01-02,20486742,350297,", US",331002651.0,302506.0,2396.0,206368.0,2604.1428571428573
,US,40.0,-100.0,2021-01-03,20696637,351653,", US",331002651.0,209895.0,1356.0,213897.42857142858,2624.4285714285716
,US,40.0,-100.0,2021-01-04,20873232,353509,", US",331002651.0,176595.0,1856.0,215316.85714285713,2643.714285714286
,US,40.0,-100.0,2021-01-05,21104369,357276,", US",331002651.0,231137.0,3767.0,219976.14285714287,2650.5714285714284
,US,40.0,-100.0,2021-01-06,21354750,361130,", US",331002651.0,250381.0,3854.0,222603.14285714287,2667.285714285714
,US,40.0,-100.0,2021-01-07,21635491,365324,", US",331002651.0,280741.0,4194.0,229894.2857142857,2779.714285714286
,US,40.0,-100.0,2021-01-08,21928012,369263,", US",331002651.0,292521.0,3939.0,249110.85714285713,3051.714285714286
,US,40.0,-100.0,2021-01-09,22192842,372516,", US",331002651.0,264830.0,3253.0,243728.57142857142,3174.1428571428573
,US,40.0,-100.0,2021-01-10,22409132,374337,", US",331002651.0,216290.0,1821.0,244642.14285714287,3240.5714285714284
,US,40.0,-100.0,2021-01-11,22622305,376343,", US",331002651.0,213173.0,2006.0,249867.57142857142,3262.0
,US,40.0,-100.0,2021-01-12,22847637,380805,", US",331002651.0,225332.0,4462.0,249038.2857142857,3361.285714285714
,US,40.0,-100.0,2021-01-13,23077846,384764,", US",331002651.0,230209.0,3959.0,246156.57142857142,3376.285714285714
,US,40.0,-100.0,2021-01-14,23313101,388692,", US",331002651.0,235255.0,3928.0,239658.57142857142,3338.285714285714
